수집일자,건구 온도,습구 온도,근권,상대 습도,절대 습도,이슬점,수분 부족,이산화탄소,시간,일사량 (W/m^2)
9/9/2021 10:39:00,12.8,12.1,12.4,92.5,10.4,11.6,0.8,1071,10,3069.3059491819145
9/9/2021 10:44:00,13.1,12.6,12.7,94.0,10.7,12.2,0.7,1088,10,3141.2428073658657
9/9/2021 10:49:00,14.2,14.1,13.8,98.8,12.1,14.0,0.1,1059,10,3405.011287373686
9/9/2021 10:54:00,14.6,14.5,14.4,99.5,12.4,14.5,0.1,1016,10,3500.927098285621
9/9/2021 10:59:00,14.4,14.0,13.9,95.5,11.8,13.7,0.6,980,10,3452.969192829654
9/9/2021 11:04:00,13.6,12.9,12.9,92.7,10.9,12.4,0.9,957,11,3379.4730437116805
9/9/2021 11:09:00,12.8,12.0,11.9,90.5,10.2,11.3,1.1,957,11,3180.6805117286403
9/9/2021 11:14:00,12.3,11.5,11.3,91.0,9.9,10.9,1.0,969,11,3056.4351792392404
9/9/2021 11:19:00,12.9,12.6,12.4,96.0,10.9,12.3,0.5,985,11,3205.5295782265202
9/9/2021 11:24:00,13.4,13.0,13.1,95.4,11.1,12.7,0.5,1006,11,3329.7749107159207
9/9/2021 11:29:00,13.8,13.1,13.3,92.8,11.1,12.7,0.9,1029,11,3429.1711767074403
9/9/2021 11:34:00,14.0,13.3,13.4,92.1,11.1,12.7,0.9,1056,11,3478.8693097032005
9/9/2021 11:39:00,13.7,13.0,13.1,92.1,10.9,12.4,0.9,1076,11,3404.3221102095604
9/9/2021 11:44:00,13.6,13.0,13.0,94.0,11.0,12.6,0.7,1060,11,3379.4730437116805
9/9/2021 11:49:00,13.2,12.5,12.4,92.6,10.6,12.0,0.8,1012,11,3280.0767777201604
9/9/2021 11:54:00,12.5,11.7,11.6,91.1,10.0,11.1,1.0,995,11,3106.1333122350006
9/9/2021 11:59:00,12.8,12.3,12.0,94.6,10.6,12.0,0.6,996,11,3180.6805117286403
9/9/2021 12:04:00,13.3,13.1,12.9,97.4,11.3,12.9,0.3,1009,12,3411.3826454238438
9/9/2021 12:09:00,13.9,13.3,13.5,94.1,11.3,12.9,0.7,1026,12,3565.279606871536
9/9/2021 12:14:00,13.6,12.8,13.1,91.4,10.7,12.2,1.0,1044,12,3488.33112614769
9/9/2021 12:19:00,12.8,12.1,12.1,91.8,10.3,11.5,0.9,1066,12,3283.135177550767
9/9/2021 12:24:00,12.8,12.1,12.0,92.5,10.4,11.6,0.8,1081,12,3283.135177550767
9/9/2021 12:29:00,13.3,13.1,12.9,97.4,11.3,12.9,0.3,1092,12,3411.3826454238438
9/9/2021 12:34:00,14.0,14.0,13.8,99.5,12.0,13.9,0.1,1058,12,3590.9291004461516
9/9/2021 12:39:00,14.2,14.1,13.9,99.5,12.1,14.1,0.1,1021,12,3642.228087595382
9/9/2021 12:44:00,14.2,13.7,13.6,94.8,11.6,13.4,0.6,1011,12,3642.228087595382
9/9/2021 12:49:00,14.4,14.0,13.8,95.5,11.8,13.7,0.6,1017,12,3693.527074744613
9/9/2021 12:54:00,14.6,14.3,14.1,96.2,12.1,14.0,0.5,1037,12,3744.8260618938434
9/9/2021 12:59:00,14.4,13.8,13.8,93.5,11.5,13.3,0.8,1059,12,3693.527074744613
9/9/2021 13:04:00,14.6,14.3,14.2,96.2,12.1,14.0,0.5,1077,13,3853.023701238277
9/9/2021 13:09:00,14.7,14.2,14.1,94.9,11.9,13.9,0.6,1040,13,3879.4142745344298
9/9/2021 13:14:00,14.6,13.9,13.8,92.9,11.6,13.4,0.9,1009,13,3853.023701238277
9/9/2021 13:19:00,14.6,14.1,14.1,94.9,11.9,13.8,0.6,1000,13,3853.023701238277
9/9/2021 13:24:00,14.5,13.8,13.8,92.9,11.6,13.4,0.9,1006,13,3826.6331279421247
9/9/2021 13:29:00,14.8,14.3,14.1,94.9,12.0,13.9,0.6,1023,13,3905.8048478305823
9/9/2021 13:34:00,14.4,13.7,13.8,92.9,11.5,13.2,0.9,1045,13,3800.242554645972
9/9/2021 13:39:00,14.6,14.1,14.0,94.9,11.9,13.8,0.6,1070,13,3853.023701238277
9/9/2021 13:44:00,14.8,14.4,14.3,95.6,12.1,14.1,0.6,1072,13,3905.8048478305823
9/9/2021 13:49:00,14.8,14.1,14.1,93.6,11.8,13.7,0.8,1022,13,3905.8048478305823
9/9/2021 13:54:00,14.8,14.2,14.2,94.2,11.9,13.8,0.7,1006,13,3905.8048478305823
9/9/2021 13:59:00,14.6,13.9,13.8,92.9,11.6,13.4,0.9,1009,13,3853.023701238277
9/9/2021 14:04:00,14.8,14.3,14.1,94.9,12.0,14.0,0.6,1024,14,4007.914297631271
9/9/2021 14:09:00,14.4,13.8,13.8,93.5,11.6,13.4,0.8,1040,14,3899.5922895871827
9/9/2021 14:14:00,14.7,14.2,14.1,94.9,11.9,13.9,0.6,1063,14,3980.833795620249
9/9/2021 14:19:00,14.8,14.3,14.3,95.5,12.1,14.0,0.6,1065,14,4007.914297631271
9/9/2021 14:24:00,14.8,14.3,14.3,94.9,12.0,14.0,0.6,1022,14,4007.914297631271
9/9/2021 14:29:00,14.4,13.8,13.8,92.9,11.5,13.3,0.9,1006,14,3899.5922895871827
9/9/2021 14:34:00,14.7,14.1,14.0,94.2,11.9,13.8,0.7,1010,14,3980.833795620249
9/9/2021 14:39:00,14.6,14.0,14.0,94.2,11.8,13.6,0.7,1030,14,3953.7532936092266
9/9/2021 14:44:00,14.6,14.0,13.9,93.6,11.7,13.6,0.8,1056,14,3953.7532936092266
9/9/2021 14:49:00,14.9,14.6,14.4,96.9,12.3,14.4,0.4,1075,14,4034.994799642293
9/9/2021 14:54:00,14.7,14.1,14.1,93.6,11.8,13.7,0.8,1027,14,3980.833795620249
9/9/2021 14:59:00,14.8,14.3,14.1,94.3,11.9,13.9,0.7,1000,14,4007.914297631271
9/9/2021 15:04:00,14.5,13.9,13.8,93.6,11.6,13.5,0.8,999,15,4020.2536472476827
9/9/2021 15:09:00,14.7,14.1,14.1,94.2,11.9,13.8,0.7,1012,15,4075.7054216924785
9/9/2021 15:14:00,14.8,14.4,14.3,96.2,12.1,14.2,0.5,1028,15,4103.431308914876
9/9/2021 15:19:00,14.5,13.9,13.8,93.6,11.6,13.5,0.8,1049,15,4020.2536472476827
9/9/2021 15:24:00,14.9,14.6,14.3,96.9,12.3,14.4,0.4,1070,15,4131.157196137274
9/9/2021 15:29:00,14.9,14.6,14.3,96.2,12.3,14.3,0.5,1031,15,4131.157196137274
9/9/2021 15:34:00,14.9,14.3,14.2,94.3,12.0,14.0,0.7,999,15,4131.157196137274
9/9/2021 15:39:00,14.7,14.2,14.3,94.9,11.9,13.9,0.6,998,15,4075.7054216924785
9/9/2021 15:44:00,14.6,14.0,13.9,93.6,11.7,13.5,0.8,1014,15,4047.9795344700806
9/9/2021 15:49:00,14.9,14.4,14.2,94.9,12.1,14.1,0.6,1044,15,4131.157196137274
9/9/2021 15:54:00,14.4,13.8,13.9,93.5,11.6,13.4,0.8,1068,15,3992.527760025285
9/9/2021 15:59:00,14.9,14.7,14.4,97.5,12.5,14.6,0.3,1062,15,4131.157196137274
9/9/2021 16:04:00,14.6,14.0,13.8,93.6,11.7,13.5,0.8,1015,16,4136.491482322075
9/9/2021 16:09:00,14.8,14.2,14.1,94.2,11.9,13.8,0.7,1008,16,4193.1557492032
9/9/2021 16:14:00,14.8,14.3,14.2,94.9,12.0,13.9,0.6,1022,16,4193.1557492032
9/9/2021 16:19:00,14.6,14.0,13.9,93.6,11.7,13.5,0.8,1045,16,4136.491482322075
9/9/2021 16:24:00,14.8,14.4,14.3,95.6,12.1,14.1,0.6,1073,16,4193.1557492032
9/9/2021 16:30:00,14.9,14.5,14.3,96.2,12.2,14.3,0.5,1049,16,4221.4878826437625
9/9/2021 16:35:00,14.9,14.5,14.3,94.9,12.1,14.1,0.6,1008,16,4221.4878826437625
9/9/2021 16:40:00,14.6,13.9,13.9,92.9,11.6,13.4,0.9,1002,16,4136.491482322075
9/9/2021 16:45:00,14.8,14.2,14.1,94.2,11.9,13.8,0.7,1013,16,4193.1557492032
9/9/2021 16:50:00,14.7,14.1,14.2,94.2,11.9,13.8,0.7,1032,16,4164.823615762638
9/9/2021 16:55:00,14.6,14.0,13.9,93.6,11.7,13.5,0.8,1061,16,4136.491482322075
9/9/2021 17:00:00,14.9,14.6,14.5,97.5,12.4,14.5,0.3,1078,17,4306.653919265285
9/9/2021 17:05:00,14.8,14.3,14.1,95.5,12.1,14.0,0.6,1027,17,4277.750201686324
9/9/2021 17:10:00,14.9,14.5,14.3,94.9,12.1,14.1,0.6,1006,17,4306.653919265285
9/9/2021 17:15:00,14.6,13.9,13.9,92.9,11.6,13.4,0.9,1008,17,4219.9427665284
9/9/2021 17:20:00,14.8,14.2,14.2,94.2,11.9,13.8,0.7,1029,17,4277.750201686324
9/9/2021 17:25:00,14.8,14.3,14.3,94.9,12.0,13.9,0.6,1055,17,4277.750201686324
9/9/2021 17:30:00,14.6,14.1,13.9,94.9,11.9,13.8,0.6,1082,17,4219.9427665284
9/9/2021 17:35:00,15.0,14.8,14.6,97.5,12.5,14.6,0.3,1049,17,4335.557636844247
9/9/2021 17:40:00,14.5,13.8,13.8,92.9,11.6,13.4,0.9,1000,17,4191.039048949438
9/9/2021 17:45:00,14.8,14.2,14.1,94.2,11.9,13.8,0.7,1001,17,4277.750201686324
9/9/2021 17:50:00,14.8,14.3,14.1,95.5,12.1,14.0,0.6,1009,17,4277.750201686324
9/9/2021 17:55:00,14.4,13.8,13.6,92.9,11.5,13.3,0.9,1000,17,4162.135331370477
9/9/2021 18:00:00,14.6,14.1,14.0,94.9,11.9,13.8,0.6,1013,18,4298.880909583003
9/9/2021 18:05:00,14.7,14.3,14.2,96.2,12.1,14.1,0.5,1038,18,4328.325299374667
9/9/2021 18:10:00,14.4,13.8,13.6,93.5,11.5,13.3,0.8,1071,18,4239.992129999674
9/9/2021 18:15:00,14.9,14.7,14.5,97.5,12.5,14.6,0.3,1071,18,4387.214078957996
9/9/2021 18:20:00,14.6,14.1,13.9,94.9,11.8,13.8,0.6,1016,18,4298.880909583003
9/9/2021 18:25:00,14.6,14.1,14.0,94.9,11.9,13.8,0.6,1006,18,4298.880909583003
9/9/2021 18:30:00,14.8,14.4,14.3,95.6,12.1,14.1,0.6,1016,18,4357.769689166332
9/9/2021 18:35:00,14.5,13.8,13.8,92.9,11.6,13.4,0.9,1046,18,4269.4365197913385
9/9/2021 18:40:00,14.8,14.3,14.2,95.5,12.1,14.0,0.6,1079,18,4357.769689166332
9/9/2021 18:45:00,14.9,14.6,14.5,96.9,12.4,14.4,0.4,1050,18,4387.214078957996
9/9/2021 18:50:00,14.6,14.1,14.0,94.9,11.9,13.8,0.6,1001,18,4298.880909583003
9/9/2021 18:55:00,14.8,14.4,14.3,95.6,12.1,14.1,0.6,1001,18,4357.769689166332
9/9/2021 19:00:00,14.4,13.7,13.6,92.9,11.5,13.2,0.9,1023,19,4313.854473917747
9/9/2021 19:05:00,14.5,14.0,13.9,94.9,11.8,13.7,0.6,1062,19,4343.811796653286
9/9/2021 19:10:00,15.0,14.8,14.5,98.2,12.6,14.7,0.2,1070,19,4493.598410330987
9/9/2021 19:15:00,14.6,14.1,14.0,94.9,11.9,13.8,0.6,1014,19,4373.769119388827
9/9/2021 19:20:00,14.1,13.3,13.2,91.5,11.1,12.8,1.0,996,19,4223.9825057111275
9/9/2021 19:25:00,13.4,12.4,12.3,89.3,10.4,11.7,1.2,1006,19,4014.281246562348
9/9/2021 19:30:00,12.8,11.8,11.6,89.1,10.0,11.1,1.2,1028,19,3834.537310149108
9/9/2021 19:35:00,12.3,11.4,11.1,89.6,9.8,10.7,1.1,1058,19,3684.750696471409
9/9/2021 19:40:00,12.2,11.6,11.4,93.8,10.1,11.2,0.7,1074,19,3654.793373735869
9/9/2021 19:45:00,12.3,12.0,11.8,95.9,10.4,11.7,0.4,1027,19,3684.750696471409
9/9/2021 19:50:00,12.7,12.3,12.2,95.3,10.6,12.0,0.5,1006,19,3804.5799874135682
9/9/2021 19:55:00,12.8,12.5,12.3,96.0,10.8,12.2,0.5,1012,19,3834.537310149108
9/9/2021 20:00:00,12.3,11.5,11.3,91.0,9.9,10.8,1.0,1032,20,3744.7625983998105
9/9/2021 20:05:00,11.7,10.9,10.7,90.8,9.5,10.2,1.0,1059,20,3562.091252136405
9/9/2021 20:10:00,11.6,11.0,10.8,92.9,9.7,10.5,0.7,1080,20,3531.646027759171
9/9/2021 20:15:00,11.7,11.3,11.1,95.8,10.0,11.0,0.4,1036,20,3562.091252136405
9/9/2021 20:20:00,11.3,10.5,10.3,91.4,9.3,9.9,0.9,1004,20,3440.310354627468
9/9/2021 20:25:00,10.8,10.0,9.8,90.6,9.0,9.3,0.9,1004,20,3288.084232741297
9/9/2021 20:30:00,10.5,9.7,9.4,90.5,8.8,9.0,0.9,1017,20,3196.748559609594
9/9/2021 20:35:00,10.2,9.5,9.2,91.9,8.8,8.9,0.8,1039,20,3105.4128864778913
9/9/2021 20:40:00,10.0,9.3,9.0,91.1,8.6,8.6,0.8,1062,20,3044.522437723423
9/9/2021 20:45:00,9.8,9.1,8.8,91.7,8.5,8.5,0.8,1085,20,2983.631988968955
9/9/2021 20:50:00,10.0,9.8,9.4,97.1,9.2,9.6,0.3,1073,20,3044.522437723423
9/9/2021 20:55:00,10.1,9.6,9.4,94.1,8.9,9.2,0.6,1019,20,3074.9676621006574
9/9/2021 21:00:00,9.8,9.1,8.9,91.7,8.6,8.5,0.8,1002,21,3029.22160429115
9/9/2021 21:05:00,9.5,8.8,8.6,91.7,8.4,8.2,0.8,1003,21,2936.4903306904002
9/9/2021 21:10:00,9.3,8.6,8.4,91.6,8.3,8.0,0.8,1014,21,2874.6694816232343
9/9/2021 21:15:00,9.2,8.6,8.3,92.3,8.3,8.0,0.7,1034,21,2843.7590570896505
9/9/2021 21:20:00,9.5,9.1,9.0,94.7,8.7,8.7,0.5,1054,21,2936.4903306904002
9/9/2021 21:25:00,9.4,8.8,8.6,93.2,8.4,8.3,0.6,1076,21,2905.5799061568173
9/9/2021 21:30:00,9.2,8.6,8.3,93.1,8.3,8.1,0.6,1096,21,2843.7590570896505
9/9/2021 21:35:00,9.9,9.8,9.6,99.4,9.3,9.8,0.1,1063,21,3060.132028824733
9/9/2021 21:40:00,9.6,9.1,8.8,94.0,8.7,8.7,0.6,1018,21,2967.4007552239837
9/9/2021 21:45:00,9.3,8.6,8.3,92.4,8.3,8.1,0.7,1009,21,2874.6694816232343
9/9/2021 21:50:00,9.1,8.6,8.3,93.1,8.3,8.1,0.6,1014,21,2812.8486325560675
9/9/2021 21:55:00,9.4,9.0,8.9,95.5,8.7,8.7,0.4,1029,21,2905.5799061568173
9/9/2021 22:00:00,9.1,8.6,8.2,93.1,8.3,8.1,0.6,1047,22,2853.2997364955263
9/9/2021 22:05:00,9.4,9.0,8.7,94.7,8.6,8.6,0.5,1066,22,2947.3645629734006
9/9/2021 22:10:00,9.2,8.7,8.4,93.9,8.4,8.3,0.5,1087,22,2884.6546786548174
9/9/2021 22:15:00,9.4,9.2,8.9,97.0,8.8,9.0,0.3,1087,22,2947.3645629734006
9/9/2021 22:20:00,9.7,9.5,9.2,97.1,9.0,9.2,0.3,1033,22,3041.429389451275
9/9/2021 22:25:00,9.3,8.6,8.4,92.4,8.3,8.1,0.7,1010,22,2916.0096208141094
9/9/2021 22:30:00,9.2,8.7,8.4,93.9,8.4,8.3,0.5,1008,22,2884.6546786548174
9/9/2021 22:35:00,9.3,9.0,8.7,95.5,8.6,8.6,0.4,1017,22,2916.0096208141094
9/9/2021 22:40:00,9.0,8.5,8.1,93.1,8.2,7.9,0.6,1031,22,2821.9447943362347
9/9/2021 22:45:00,9.4,9.1,8.9,95.5,8.7,8.8,0.4,1049,22,2947.3645629734006
9/9/2021 22:50:00,9.1,8.6,8.3,93.9,8.3,8.1,0.5,1069,22,2853.2997364955263
9/9/2021 22:55:00,9.3,8.8,8.6,94.7,8.5,8.4,0.5,1086,22,2916.0096208141094
9/9/2021 23:00:00,9.5,9.3,9.0,97.8,8.9,9.2,0.2,1089,23,3019.1511388305485
9/9/2021 23:05:00,9.5,9.2,8.9,96.3,8.8,8.9,0.3,1034,23,3019.1511388305485
9/9/2021 23:10:00,9.1,8.5,8.2,92.3,8.2,7.9,0.7,1005,23,2892.0289856166305
9/9/2021 23:15:00,9.4,9.0,8.8,94.7,8.6,8.6,0.5,1000,23,2987.370600527069
9/9/2021 23:20:00,9.1,8.5,8.2,93.1,8.3,8.0,0.6,1006,23,2892.0289856166305
9/9/2021 23:25:00,9.2,8.8,8.6,94.7,8.5,8.4,0.5,1018,23,2923.8095239201098
9/9/2021 23:30:00,9.1,8.6,8.4,93.9,8.4,8.2,0.5,1035,23,2892.0289856166305
9/9/2021 23:35:00,8.9,8.5,8.3,94.6,8.3,8.1,0.5,1051,23,2828.4679090096715
9/9/2021 23:40:00,9.3,9.0,8.8,95.5,8.6,8.6,0.4,1069,23,2955.59006222359
9/9/2021 23:45:00,8.9,8.3,8.1,93.0,8.2,7.8,0.6,1087,23,2828.4679090096715
9/9/2021 23:50:00,9.4,9.3,9.1,97.8,8.9,9.1,0.2,1092,23,2987.370600527069
9/9/2021 23:55:00,9.6,9.3,9.1,97.1,8.9,9.1,0.3,1039,23,3050.9316771340277
10/9/2021 00:00:00,9.1,8.5,8.1,92.3,8.2,7.9,0.7,1010,0,0.0
10/9/2021 00:05:00,9.3,8.9,8.7,94.7,8.6,8.5,0.5,1004,0,0.0
10/9/2021 00:10:00,9.0,8.5,8.2,93.8,8.3,8.1,0.5,1010,0,0.0
10/9/2021 00:15:00,9.1,8.6,8.4,93.9,8.3,8.1,0.5,1020,0,0.0
10/9/2021 00:20:00,9.1,8.8,8.6,95.4,8.5,8.4,0.4,1035,0,0.0
10/9/2021 00:25:00,8.9,8.5,8.3,93.8,8.3,8.0,0.5,1051,0,0.0
10/9/2021 00:30:00,9.3,8.9,8.6,95.5,8.6,8.6,0.4,1067,0,0.0
10/9/2021 00:35:00,8.8,8.3,8.0,93.0,8.1,7.7,0.6,1082,0,0.0
10/9/2021 00:40:00,9.3,9.0,8.8,95.5,8.6,8.6,0.4,1097,0,0.0
10/9/2021 00:45:00,9.5,9.3,9.1,97.8,8.9,9.2,0.2,1055,0,0.0
10/9/2021 00:50:00,9.0,8.5,8.1,93.1,8.2,7.9,0.6,1010,0,0.0
10/9/2021 00:55:00,9.3,8.8,8.6,93.9,8.4,8.3,0.5,999,0,0.0
10/9/2021 01:00:00,9.1,8.6,8.4,93.9,8.3,8.1,0.5,1000,1,630.7639343095502
10/9/2021 01:05:00,8.9,8.5,8.3,93.8,8.3,8.0,0.5,1008,1,616.9009906983513
10/9/2021 01:10:00,9.3,8.9,8.6,95.5,8.6,8.6,0.4,1022,1,644.6268779207492
10/9/2021 01:15:00,8.8,8.3,7.9,93.0,8.1,7.7,0.6,1037,1,609.9695188927519
10/9/2021 01:20:00,9.3,8.9,8.6,95.5,8.6,8.6,0.4,1053,1,644.6268779207492
10/9/2021 01:25:00,8.8,8.3,8.1,93.8,8.2,7.9,0.5,1069,1,609.9695188927519
10/9/2021 01:30:00,9.1,8.6,8.4,94.6,8.4,8.3,0.5,1084,1,630.7639343095502
10/9/2021 01:35:00,9.1,8.8,8.5,95.4,8.5,8.4,0.4,1099,1,630.7639343095502
10/9/2021 01:40:00,9.1,8.9,8.5,97.0,8.7,8.7,0.3,1064,1,630.7639343095502
10/9/2021 01:45:00,9.3,8.9,8.7,95.5,8.6,8.6,0.4,1018,1,644.6268779207492
10/9/2021 01:50:00,8.9,8.3,8.0,93.0,8.2,7.8,0.6,1003,1,616.9009906983513
10/9/2021 01:55:00,9.3,8.9,8.6,95.5,8.6,8.6,0.4,1003,1,644.6268779207492
10/9/2021 02:00:00,8.8,8.3,8.1,93.8,8.2,7.9,0.5,1010,2,966.7788140279367
10/9/2021 02:05:00,9.1,8.6,8.4,94.6,8.4,8.3,0.5,1020,2,999.73718268798
10/9/2021 02:10:00,9.0,8.6,8.4,95.4,8.5,8.3,0.4,1035,2,988.7510598012988
10/9/2021 02:15:00,8.8,8.3,8.1,93.0,8.1,7.7,0.6,1050,2,966.7788140279367
10/9/2021 02:20:00,9.4,9.0,8.6,94.7,8.6,8.6,0.5,1066,2,1032.6955513480232
10/9/2021 02:25:00,9.7,9.4,8.9,96.3,8.9,9.1,0.3,1080,2,1065.6539200080663
10/9/2021 02:30:00,9.9,9.6,9.3,96.3,9.0,9.4,0.3,1095,2,1087.6261657814287
10/9/2021 02:35:00,9.9,9.6,9.3,96.3,9.0,9.3,0.3,1068,2,1087.6261657814287
10/9/2021 02:40:00,9.4,8.8,8.5,93.2,8.4,8.3,0.6,1015,2,1032.6955513480232
10/9/2021 02:45:00,9.0,8.4,8.1,92.3,8.2,7.8,0.7,998,2,988.7510598012988
10/9/2021 02:50:00,9.3,9.0,8.7,95.5,8.6,8.6,0.4,996,2,1021.7094284613422
10/9/2021 02:55:00,8.8,8.3,7.9,93.0,8.1,7.7,0.6,1002,2,966.7788140279367
10/9/2021 03:00:00,9.2,8.8,8.4,94.7,8.5,8.4,0.5,1012,3,1275.3908122302992
10/9/2021 03:05:00,8.9,8.5,8.3,94.6,8.3,8.1,0.5,1024,3,1233.8019813967026
10/9/2021 03:10:00,8.9,8.4,8.3,93.8,8.2,7.9,0.5,1037,3,1233.8019813967026
10/9/2021 03:15:00,9.2,8.8,8.4,95.4,8.6,8.5,0.4,1052,3,1275.3908122302992
10/9/2021 03:20:00,8.8,8.2,7.9,93.0,8.1,7.7,0.6,1068,3,1219.9390377855038
10/9/2021 03:25:00,9.2,8.8,8.4,94.7,8.5,8.4,0.5,1082,3,1275.3908122302992
10/9/2021 03:30:00,8.9,8.5,8.3,94.6,8.3,8.1,0.5,1098,3,1233.8019813967026
10/9/2021 03:35:00,9.4,9.3,9.1,97.8,8.9,9.1,0.2,1064,3,1303.116699452697
10/9/2021 03:40:00,9.1,8.6,8.3,94.6,8.4,8.3,0.5,1016,3,1261.5278686191004
10/9/2021 03:45:00,9.0,8.5,8.4,93.8,8.3,8.1,0.5,1000,3,1247.6649250079015
10/9/2021 03:50:00,9.1,8.8,8.5,95.4,8.5,8.4,0.4,999,3,1261.5278686191004
10/9/2021 03:55:00,8.9,8.4,8.2,93.8,8.2,7.9,0.5,1004,3,1233.8019813967026
10/9/2021 04:00:00,9.3,8.9,8.5,95.5,8.6,8.6,0.4,1014,4,1496.7772585637135
10/9/2021 04:05:00,8.8,8.2,7.9,93.0,8.1,7.7,0.6,1027,4,1416.3053629420085
10/9/2021 04:10:00,9.1,8.7,8.4,94.7,8.5,8.3,0.5,1041,4,1464.5885003150313
10/9/2021 04:15:00,8.9,8.5,8.2,94.6,8.3,8.1,0.5,1055,4,1432.3997420663493
10/9/2021 04:20:00,8.9,8.5,8.2,93.8,8.3,8.0,0.5,1069,4,1432.3997420663493
10/9/2021 04:25:00,9.1,8.8,8.4,95.4,8.5,8.4,0.4,1084,4,1464.5885003150313
10/9/2021 04:30:00,8.8,8.3,8.1,93.8,8.2,7.8,0.5,1096,4,1416.3053629420085
10/9/2021 04:35:00,9.5,9.4,9.1,98.6,9.0,9.3,0.1,1076,4,1528.9660168123953
10/9/2021 04:40:00,9.1,8.6,8.3,93.9,8.3,8.1,0.5,1022,4,1464.5885003150313
10/9/2021 04:45:00,9.0,8.5,8.3,93.8,8.3,8.1,0.5,1003,4,1448.4941211906903
10/9/2021 04:50:00,9.2,8.8,8.4,95.4,8.6,8.5,0.4,1001,4,1480.682879439372
10/9/2021 04:55:00,8.8,8.2,8.0,93.0,8.1,7.7,0.6,1005,4,1416.3053629420085
10/9/2021 05:00:00,9.2,8.8,8.4,94.7,8.5,8.4,0.5,1014,5,1648.4187116898104
10/9/2021 05:05:00,8.9,8.4,8.1,93.8,8.2,7.9,0.5,1026,5,1594.665927612969
10/9/2021 05:10:00,9.1,8.6,8.3,93.9,8.3,8.1,0.5,1039,5,1630.50111699753
10/9/2021 05:15:00,9.1,8.8,8.3,95.4,8.5,8.4,0.4,1052,5,1630.50111699753
10/9/2021 05:20:00,8.8,8.3,8.1,93.0,8.1,7.7,0.6,1064,5,1576.7483329206887
10/9/2021 05:25:00,9.2,8.8,8.4,95.4,8.6,8.5,0.4,1078,5,1648.4187116898104
10/9/2021 05:30:00,8.7,8.1,7.9,93.0,8.1,7.6,0.6,1092,5,1558.8307382284077
10/9/2021 05:35:00,9.3,9.1,8.8,97.8,8.8,9.0,0.2,1079,5,1666.3363063820914
10/9/2021 05:40:00,9.1,8.8,8.4,95.4,8.5,8.4,0.4,1024,5,1630.50111699753
10/9/2021 05:45:00,8.9,8.4,8.2,93.1,8.2,7.9,0.6,1003,5,1594.665927612969
10/9/2021 05:50:00,9.4,9.0,8.6,94.7,8.6,8.6,0.5,999,5,1684.2539010743717
10/9/2021 05:55:00,8.8,8.2,7.9,93.0,8.1,7.7,0.6,1003,5,1576.7483329206887
10/9/2021 06:00:00,9.1,8.6,8.3,94.6,8.4,8.3,0.5,1012,6,1770.778235640335
10/9/2021 06:05:00,8.9,8.5,8.3,94.6,8.3,8.1,0.5,1023,6,1731.8600326592289
10/9/2021 06:10:00,8.9,8.3,8.1,93.0,8.2,7.8,0.6,1037,6,1731.8600326592289
10/9/2021 06:15:00,9.2,8.8,8.4,95.4,8.6,8.5,0.4,1051,6,1790.237337130888
10/9/2021 06:20:00,8.7,8.1,7.9,93.0,8.1,7.6,0.6,1064,6,1692.9418296781223
10/9/2021 06:25:00,9.1,8.7,8.3,94.7,8.5,8.3,0.5,1077,6,1770.778235640335
10/9/2021 06:30:00,8.8,8.5,8.2,95.4,8.4,8.1,0.4,1089,6,1712.400931168676
10/9/2021 06:35:00,8.9,8.5,8.3,94.6,8.3,8.1,0.5,1100,6,1731.8600326592289
10/9/2021 06:40:00,9.5,9.4,9.1,98.6,9.0,9.3,0.1,1056,6,1848.6146416025476
10/9/2021 06:45:00,8.9,8.3,8.0,93.0,8.2,7.8,0.6,1011,6,1731.8600326592289
10/9/2021 06:50:00,9.1,8.7,8.4,94.7,8.5,8.3,0.5,999,6,1770.778235640335
10/9/2021 06:55:00,9.1,8.7,8.4,95.4,8.5,8.4,0.4,999,6,1770.778235640335
10/9/2021 07:00:00,8.8,8.2,8.0,93.0,8.1,7.7,0.6,1004,7,1829.9085566782558
10/9/2021 07:05:00,9.2,8.8,8.4,95.4,8.6,8.5,0.4,1012,7,1913.0862183454487
10/9/2021 07:10:00,8.8,8.3,8.1,93.8,8.2,7.8,0.5,1024,7,1829.9085566782558
10/9/2021 07:15:00,8.9,8.5,8.2,93.8,8.3,8.0,0.5,1036,7,1850.7029720950538
10/9/2021 07:20:00,9.1,8.8,8.4,96.2,8.6,8.6,0.3,1050,7,1892.2918029286504
10/9/2021 07:25:00,8.8,8.2,8.0,93.0,8.1,7.7,0.6,1063,7,1829.9085566782558
10/9/2021 07:30:00,9.2,8.8,8.4,94.7,8.5,8.4,0.5,1075,7,1913.0862183454487
10/9/2021 07:35:00,9.5,9.2,8.8,96.3,8.8,8.9,0.3,1086,7,1975.4694645958439
10/9/2021 07:40:00,9.8,9.5,9.2,96.3,9.0,9.3,0.3,1097,7,2037.8527108462392
10/9/2021 07:45:00,10.3,10.1,9.9,97.9,9.4,10.0,0.2,1090,7,2141.8247879302307
10/9/2021 07:50:00,10.8,10.6,10.4,98.7,9.7,10.5,0.1,1040,7,2245.7968650142225
10/9/2021 07:55:00,10.9,10.7,10.4,97.9,9.7,10.6,0.2,1006,7,2266.591280431021
10/9/2021 08:00:00,10.3,9.8,9.6,94.9,9.1,9.5,0.5,997,8,2263.1413146563063
