수집일자,건구 온도,습구 온도,근권,상대 습도,절대 습도,이슬점,수분 부족,이산화탄소,시간,일사량 (W/m^2)
1/9/2021 00:03:00,8.2,6.3,7.3,76.3,6.4,4.3,2.0,1037,0,0.0
1/9/2021 00:08:00,8.2,6.5,7.3,77.9,6.6,4.6,1.9,1040,0,0.0
1/9/2021 00:13:00,8.1,6.5,7.3,78.6,6.6,4.6,1.8,1041,0,0.0
1/9/2021 00:18:00,8.1,6.6,7.4,80.9,6.8,5.1,1.6,1038,0,0.0
1/9/2021 00:23:00,8.1,6.7,7.4,81.7,6.9,5.2,1.5,1035,0,0.0
1/9/2021 00:28:00,8.2,6.7,7.5,81.0,6.8,5.1,1.6,1034,0,0.0
1/9/2021 00:33:00,8.1,6.5,7.4,79.4,6.7,4.8,1.7,1036,0,0.0
1/9/2021 00:38:00,8.2,6.5,7.4,78.6,6.6,4.7,1.8,1038,0,0.0
1/9/2021 00:43:00,8.1,6.5,7.5,79.4,6.7,4.8,1.7,1036,0,0.0
1/9/2021 00:48:00,8.1,6.5,7.4,79.4,6.7,4.8,1.7,1036,0,0.0
1/9/2021 00:53:00,8.1,6.5,7.4,79.4,6.7,4.8,1.7,1036,0,0.0
1/9/2021 00:58:00,8.1,6.5,7.5,79.3,6.6,4.7,1.7,1039,0,0.0
1/9/2021 01:03:00,8.0,6.5,7.4,80.9,6.7,4.9,1.6,1040,1,554.5177444479563
1/9/2021 01:08:00,8.1,6.6,7.4,80.2,6.7,4.9,1.7,1042,1,561.4492162535557
1/9/2021 01:13:00,7.9,6.4,7.4,80.0,6.6,4.7,1.7,1045,1,547.5862726423568
1/9/2021 01:18:00,8.1,6.8,7.6,82.5,6.9,5.3,1.5,1043,1,561.4492162535557
1/9/2021 01:23:00,8.1,6.8,7.5,82.5,6.9,5.3,1.5,1043,1,561.4492162535557
1/9/2021 01:28:00,8.2,6.8,7.5,81.8,6.9,5.3,1.5,1044,1,568.3806880591551
1/9/2021 01:33:00,8.3,7.0,7.7,82.6,7.0,5.5,1.5,1043,1,575.3121598647547
1/9/2021 01:38:00,8.3,7.0,7.7,82.6,7.0,5.5,1.5,1042,1,575.3121598647547
1/9/2021 01:43:00,8.6,7.1,8.0,81.3,7.0,5.6,1.6,1046,1,596.106575281553
1/9/2021 01:48:00,9.3,8.2,8.9,87.0,7.8,7.2,1.2,1034,1,644.6268779207492
1/9/2021 01:53:00,9.3,8.1,8.7,85.5,7.7,6.9,1.3,991,1,644.6268779207492
1/9/2021 01:58:00,8.9,7.3,8.3,79.9,7.0,5.6,1.8,972,1,616.9009906983513
1/9/2021 02:03:00,8.6,6.8,7.9,77.5,6.7,4.9,1.9,964,2,944.8065682545744
1/9/2021 02:08:00,8.4,6.6,7.7,77.3,6.6,4.7,1.9,962,2,922.8343224812122
1/9/2021 02:13:00,8.3,6.5,7.5,77.2,6.5,4.5,1.9,964,2,911.8481995945313
1/9/2021 02:18:00,8.3,6.4,7.4,76.4,6.5,4.3,2.0,966,2,911.8481995945313
1/9/2021 02:23:00,8.2,6.4,7.3,77.1,6.5,4.4,1.9,969,2,900.86207670785
1/9/2021 02:28:00,8.1,6.4,7.3,77.8,6.5,4.5,1.9,971,2,889.8759538211689
1/9/2021 02:33:00,8.1,6.3,7.2,77.8,6.5,4.4,1.9,971,2,889.8759538211689
1/9/2021 02:38:00,8.0,6.4,7.3,79.3,6.6,4.6,1.7,970,2,878.8898309344878
1/9/2021 02:43:00,8.0,6.4,7.2,79.3,6.6,4.6,1.7,969,2,878.8898309344878
1/9/2021 02:48:00,8.0,6.5,7.3,80.9,6.7,4.9,1.6,969,2,878.8898309344878
1/9/2021 02:53:00,8.0,6.5,7.3,80.1,6.7,4.8,1.7,969,2,878.8898309344878
1/9/2021 02:58:00,8.0,6.5,7.2,80.9,6.7,4.9,1.6,967,2,878.8898309344878
1/9/2021 03:03:00,7.9,6.5,7.2,80.8,6.7,4.8,1.6,965,3,1095.1725452847136
1/9/2021 03:08:00,8.1,6.6,7.3,80.9,6.8,5.0,1.6,964,3,1122.8984325071115
1/9/2021 03:13:00,8.2,6.7,7.3,81.0,6.8,5.1,1.6,964,3,1136.7613761183102
1/9/2021 03:18:00,8.3,6.8,7.4,81.0,6.8,5.2,1.6,963,3,1150.6243197295094
1/9/2021 03:23:00,8.3,6.8,7.4,81.8,6.9,5.3,1.5,961,3,1150.6243197295094
1/9/2021 03:28:00,8.2,6.8,7.4,81.8,6.9,5.3,1.5,959,3,1136.7613761183102
1/9/2021 03:33:00,8.3,7.0,7.4,82.6,7.0,5.5,1.5,955,3,1150.6243197295094
1/9/2021 03:38:00,8.3,6.9,7.5,82.6,7.0,5.5,1.5,953,3,1150.6243197295094
1/9/2021 03:43:00,8.3,6.8,7.4,81.8,6.9,5.3,1.5,953,3,1150.6243197295094
1/9/2021 03:48:00,8.2,7.0,7.4,84.9,7.1,5.8,1.3,946,3,1136.7613761183102
1/9/2021 03:53:00,8.3,6.9,7.5,81.8,6.9,5.4,1.5,944,3,1150.6243197295094
1/9/2021 03:58:00,8.5,7.1,7.8,82.7,7.1,5.7,1.5,942,3,1178.350206951907
1/9/2021 04:03:00,8.6,7.2,7.9,82.1,7.1,5.7,1.6,940,4,1384.1166046933263
1/9/2021 04:08:00,8.8,7.3,8.0,82.1,7.2,5.9,1.6,942,4,1416.3053629420085
1/9/2021 04:13:00,8.8,7.4,8.1,82.9,7.2,6.0,1.5,945,4,1416.3053629420085
1/9/2021 04:18:00,8.9,7.6,8.3,83.8,7.4,6.3,1.4,946,4,1432.3997420663493
1/9/2021 04:23:00,9.0,7.6,8.3,82.3,7.3,6.1,1.6,949,4,1448.4941211906903
1/9/2021 04:28:00,9.0,7.5,8.4,81.5,7.2,6.0,1.6,953,4,1448.4941211906903
1/9/2021 04:33:00,9.2,7.7,8.5,81.7,7.3,6.2,1.6,956,4,1480.682879439372
1/9/2021 04:38:00,9.3,7.8,8.6,82.4,7.4,6.4,1.6,959,4,1496.7772585637135
1/9/2021 04:43:00,9.4,8.0,8.6,82.5,7.5,6.6,1.6,964,4,1512.8716376880543
1/9/2021 04:48:00,9.4,7.9,8.8,81.8,7.4,6.4,1.7,970,4,1512.8716376880543
1/9/2021 04:53:00,9.6,8.1,8.8,81.9,7.5,6.6,1.7,976,4,1545.0603959367363
1/9/2021 04:58:00,9.6,8.1,8.9,81.9,7.5,6.7,1.7,981,4,1545.0603959367363
1/9/2021 05:03:00,9.8,8.5,9.1,84.2,7.8,7.2,1.5,982,5,1755.924279843494
1/9/2021 05:08:00,9.9,8.6,9.3,84.3,7.9,7.4,1.5,981,5,1773.8418745357744
1/9/2021 05:13:00,10.1,9.0,9.4,85.9,8.2,7.9,1.3,980,5,1809.6770639203355
1/9/2021 05:18:00,10.3,9.1,9.4,85.3,8.2,8.0,1.4,980,5,1845.5122533048966
1/9/2021 05:23:00,10.3,9.1,9.5,85.3,8.2,8.0,1.4,980,5,1845.5122533048966
1/9/2021 05:28:00,10.4,9.1,9.5,85.3,8.2,8.0,1.4,982,5,1863.4298479971771
1/9/2021 05:33:00,10.4,9.3,9.7,86.1,8.3,8.2,1.4,984,5,1863.4298479971771
1/9/2021 05:38:00,10.5,9.3,9.8,85.4,8.3,8.2,1.4,987,5,1881.3474426894577
1/9/2021 05:43:00,10.5,9.2,9.8,84.6,8.2,8.0,1.5,988,5,1881.3474426894577
1/9/2021 05:48:00,10.6,9.1,9.8,83.2,8.1,7.8,1.6,991,5,1899.2650373817382
1/9/2021 05:53:00,10.6,9.3,9.8,84.0,8.2,8.0,1.6,992,5,1899.2650373817382
1/9/2021 05:58:00,10.8,9.4,9.9,84.1,8.3,8.2,1.6,996,5,1935.1002267662993
1/9/2021 06:03:00,10.8,9.5,10.0,84.1,8.3,8.2,1.6,1002,6,2101.5829609797383
1/9/2021 06:08:00,10.6,9.1,9.9,82.5,8.1,7.7,1.7,1002,6,2062.664757998632
1/9/2021 06:13:00,10.6,9.2,9.9,83.9,8.2,8.0,1.6,997,6,2062.664757998632
1/9/2021 06:18:00,10.6,9.2,9.8,83.3,8.2,7.9,1.6,991,6,2062.664757998632
1/9/2021 06:23:00,10.6,9.2,9.8,83.3,8.2,7.9,1.6,985,6,2062.664757998632
1/9/2021 06:28:00,10.6,9.3,9.9,84.0,8.2,8.0,1.6,979,6,2062.664757998632
1/9/2021 06:33:00,10.7,9.3,9.9,84.0,8.3,8.1,1.6,981,6,2082.123859489185
1/9/2021 06:38:00,10.6,9.1,10.0,82.6,8.1,7.8,1.7,986,6,2062.664757998632
1/9/2021 06:43:00,10.6,9.3,9.9,84.7,8.3,8.2,1.5,987,6,2062.664757998632
1/9/2021 06:48:00,10.6,9.2,9.9,83.9,8.2,8.0,1.6,981,6,2062.664757998632
1/9/2021 06:53:00,10.4,8.9,9.8,82.4,8.0,7.5,1.7,981,6,2023.7465550175257
1/9/2021 06:58:00,10.4,9.0,9.9,83.2,8.1,7.7,1.6,983,6,2023.7465550175257
1/9/2021 07:03:00,10.6,9.5,10.1,86.1,8.4,8.4,1.4,986,7,2204.208034180626
1/9/2021 07:08:00,10.9,9.7,10.4,86.3,8.6,8.7,1.4,989,7,2266.591280431021
1/9/2021 07:13:00,11.1,10.0,10.6,87.8,8.8,9.1,1.2,993,7,2308.1801112646176
1/9/2021 07:18:00,11.2,10.1,10.8,87.1,8.8,9.1,1.3,999,7,2328.974526681416
1/9/2021 07:23:00,11.4,10.3,10.9,87.9,9.0,9.4,1.2,1004,7,2370.5633575150127
1/9/2021 07:28:00,11.6,10.6,11.1,88.7,9.2,9.8,1.2,1010,7,2412.1521883486093
1/9/2021 07:33:00,11.8,11.0,11.4,90.2,9.5,10.3,1.0,1013,7,2453.7410191822064
1/9/2021 07:38:00,11.9,11.1,11.5,90.2,9.6,10.4,1.0,1018,7,2474.5354345990045
1/9/2021 07:43:00,12.1,11.2,11.7,89.6,9.6,10.5,1.1,1025,7,2516.124265432601
1/9/2021 07:48:00,12.3,11.3,11.8,89.6,9.7,10.6,1.1,1033,7,2557.713096266198
1/9/2021 07:53:00,12.5,11.6,11.9,89.7,9.9,10.9,1.1,1043,7,2599.3019270997947
1/9/2021 07:58:00,12.8,12.1,12.3,91.8,10.3,11.5,0.9,1018,7,2661.68517335019
1/9/2021 08:03:00,12.6,11.9,12.1,91.8,10.2,11.3,0.9,992,8,2768.502967443637
1/9/2021 08:08:00,12.8,11.9,12.3,90.5,10.1,11.2,1.1,984,8,2812.447458990361
1/9/2021 08:13:00,13.0,12.0,12.3,89.2,10.1,11.3,1.2,985,8,2856.3919505370854
1/9/2021 08:18:00,13.0,12.0,12.4,89.2,10.1,11.3,1.2,991,8,2856.3919505370854
1/9/2021 08:23:00,13.1,12.1,12.5,89.2,10.2,11.4,1.2,1002,8,2878.364196310448
1/9/2021 08:28:00,13.2,12.2,12.6,89.3,10.2,11.5,1.2,1008,8,2900.3364420838097
1/9/2021 08:33:00,13.3,12.3,12.6,89.3,10.3,11.5,1.2,1016,8,2922.308687857172
1/9/2021 08:38:00,13.3,12.3,12.6,88.6,10.3,11.5,1.3,1029,8,2922.308687857172
1/9/2021 08:43:00,13.6,12.7,13.0,90.7,10.7,12.1,1.1,1034,8,2988.225425177259
1/9/2021 08:48:00,13.5,12.8,13.1,92.0,10.8,12.2,0.9,1006,8,2966.2531794038964
1/9/2021 08:53:00,13.5,12.6,13.0,90.7,10.6,12.0,1.1,992,8,2966.2531794038964
1/9/2021 08:58:00,13.6,12.6,12.9,89.4,10.5,11.9,1.3,993,8,2988.225425177259
1/9/2021 09:03:00,13.6,12.6,12.9,89.4,10.5,11.9,1.3,1002,9,3131.5157264719023
1/9/2021 09:08:00,13.7,12.7,12.9,89.4,10.6,12.0,1.3,1016,9,3154.541577401843
1/9/2021 09:13:00,13.8,12.7,13.1,88.8,10.5,11.9,1.3,1037,9,3177.5674283317835
1/9/2021 09:18:00,14.3,13.5,13.8,91.5,11.2,12.9,1.0,1021,9,3292.6966829814855
1/9/2021 09:23:00,14.1,13.2,13.6,90.8,11.0,12.6,1.1,1000,9,3246.644981121605
1/9/2021 09:28:00,13.9,13.1,13.5,90.8,10.9,12.5,1.1,996,9,3200.5932792617236
1/9/2021 09:33:00,14.0,13.1,13.4,90.2,10.9,12.4,1.2,1003,9,3223.619130191664
1/9/2021 09:38:00,14.1,13.1,13.4,90.2,10.9,12.5,1.2,1018,9,3246.644981121605
1/9/2021 09:43:00,14.3,13.3,13.6,89.6,11.0,12.6,1.3,1040,9,3292.6966829814855
1/9/2021 09:48:00,14.7,13.9,14.1,91.7,11.5,13.3,1.0,1021,9,3384.8000867012474
1/9/2021 09:53:00,14.1,12.5,13.3,83.1,10.1,11.2,2.0,989,9,3246.644981121605
1/9/2021 09:58:00,14.1,12.8,13.3,86.3,10.5,11.9,1.7,984,9,3246.644981121605
1/9/2021 10:03:00,14.1,13.0,13.4,88.3,10.7,12.2,1.4,992,10,3381.0323346457026
1/9/2021 10:08:00,14.3,13.1,13.5,88.3,10.8,12.3,1.4,1008,10,3428.99024010167
1/9/2021 10:13:00,14.3,13.2,13.6,89.0,10.9,12.5,1.4,1030,10,3428.99024010167
1/9/2021 10:18:00,14.8,14.0,14.4,91.7,11.6,13.4,1.1,1035,10,3548.8850037415887
1/9/2021 10:23:00,14.4,13.1,13.7,86.4,10.7,12.1,1.7,999,10,3452.969192829654
1/9/2021 10:28:00,14.3,12.8,13.4,85.1,10.4,11.8,1.8,986,10,3428.99024010167
1/9/2021 10:33:00,14.3,13.1,13.6,87.0,10.7,12.2,1.6,992,10,3428.99024010167
1/9/2021 10:38:00,14.4,13.3,13.7,88.3,10.9,12.5,1.4,1007,10,3452.969192829654
1/9/2021 10:43:00,14.4,13.4,13.8,89.0,11.0,12.7,1.4,1027,10,3452.969192829654
1/9/2021 10:48:00,15.0,14.1,14.4,91.1,11.7,13.6,1.1,1031,10,3596.842909197556
1/9/2021 10:53:00,14.4,12.8,13.6,83.3,10.3,11.6,2.1,995,10,3452.969192829654
1/9/2021 10:58:00,14.4,12.9,13.6,84.5,10.4,11.8,1.9,986,10,3452.969192829654
1/9/2021 11:03:00,14.4,13.3,13.7,87.7,10.9,12.4,1.5,990,11,3578.2655756947206
1/9/2021 11:08:00,14.6,13.4,13.8,87.8,11.0,12.6,1.5,1005,11,3627.9637086904804
1/9/2021 11:13:00,14.6,13.5,13.9,89.1,11.1,12.8,1.4,1027,11,3627.9637086904804
1/9/2021 11:18:00,14.8,13.8,14.4,89.8,11.4,13.2,1.3,1016,11,3677.6618416862407
1/9/2021 11:23:00,14.4,12.7,13.5,82.0,10.2,11.4,2.2,994,11,3578.2655756947206
1/9/2021 11:28:00,14.6,13.3,13.9,86.5,10.8,12.4,1.7,986,11,3627.9637086904804
1/9/2021 11:33:00,14.8,13.6,14.1,88.5,11.2,12.9,1.5,985,11,3677.6618416862407
1/9/2021 11:38:00,14.8,13.5,14.1,87.2,11.0,12.6,1.6,1003,11,3677.6618416862407
1/9/2021 11:43:00,14.4,12.6,13.4,82.0,10.1,11.3,2.2,1032,11,3578.2655756947206
1/9/2021 11:48:00,14.8,13.8,14.3,89.8,11.4,13.2,1.3,1035,11,3677.6618416862407
1/9/2021 11:53:00,14.8,13.6,14.1,87.9,11.1,12.8,1.5,1007,11,3677.6618416862407
1/9/2021 11:58:00,14.4,12.6,13.4,81.4,10.0,11.2,2.3,1002,11,3578.2655756947206
1/9/2021 12:03:00,14.5,13.1,13.6,85.2,10.6,12.1,1.8,1014,12,3719.1765683192284
1/9/2021 12:08:00,14.8,13.8,14.2,89.1,11.3,13.0,1.4,1031,12,3796.1250490430743
1/9/2021 12:13:00,14.9,13.8,14.3,89.2,11.3,13.1,1.4,1007,12,3821.77454261769
1/9/2021 12:18:00,14.3,12.4,13.4,80.1,9.8,10.9,2.4,990,12,3667.8775811699975
1/9/2021 12:23:00,14.4,13.0,13.6,85.2,10.6,12.0,1.8,994,12,3693.527074744613
1/9/2021 12:28:00,14.6,13.4,13.8,87.8,11.0,12.6,1.5,1008,12,3744.8260618938434
1/9/2021 12:33:00,14.8,13.8,14.2,89.1,11.3,13.0,1.4,1029,12,3796.1250490430743
1/9/2021 12:38:00,14.8,13.7,14.1,89.1,11.3,13.0,1.4,1007,12,3796.1250490430743
1/9/2021 12:43:00,14.4,12.5,13.4,80.1,9.9,11.0,2.5,985,12,3693.527074744613
1/9/2021 12:48:00,14.4,13.0,13.7,84.6,10.5,11.9,1.9,986,12,3693.527074744613
1/9/2021 12:53:00,14.6,13.4,13.9,87.2,10.9,12.5,1.6,1001,12,3744.8260618938434
1/9/2021 12:58:00,14.8,13.6,14.0,87.8,11.1,12.8,1.5,1024,12,3796.1250490430743
1/9/2021 13:03:00,14.9,13.8,14.2,89.2,11.3,13.1,1.4,1016,13,3932.195421126735
1/9/2021 13:08:00,14.3,12.5,13.4,80.7,9.9,11.0,2.4,989,13,3773.8519813498197
1/9/2021 13:13:00,14.5,13.0,13.8,84.6,10.5,11.9,1.9,987,13,3826.6331279421247
1/9/2021 13:18:00,14.6,13.5,13.9,87.8,11.0,12.6,1.5,997,13,3853.023701238277
1/9/2021 13:23:00,14.7,13.5,14.0,87.8,11.0,12.7,1.5,1015,13,3879.4142745344298
1/9/2021 13:28:00,14.5,13.1,13.8,85.2,10.6,12.1,1.8,1011,13,3826.6331279421247
1/9/2021 13:33:00,14.6,13.3,13.9,86.5,10.8,12.4,1.7,991,13,3853.023701238277
1/9/2021 13:38:00,14.8,13.6,14.1,87.8,11.1,12.8,1.5,993,13,3905.8048478305823
1/9/2021 13:43:00,14.6,12.9,13.9,82.7,10.3,11.7,2.2,1003,13,3853.023701238277
1/9/2021 13:48:00,14.4,12.8,13.8,82.7,10.2,11.5,2.1,1024,13,3800.242554645972
1/9/2021 13:53:00,15.1,14.1,14.6,89.8,11.6,13.4,1.3,1016,13,3984.9765677190403
1/9/2021 13:58:00,14.7,13.1,13.9,83.4,10.5,11.9,2.1,990,13,3879.4142745344298
1/9/2021 14:03:00,14.4,12.6,13.6,80.8,10.0,11.2,2.4,984,14,3899.5922895871827
1/9/2021 14:08:00,14.6,13.2,13.9,85.3,10.7,12.2,1.8,995,14,3953.7532936092266
1/9/2021 14:13:00,14.8,13.6,14.2,87.2,11.1,12.7,1.6,1017,14,4007.914297631271
1/9/2021 14:18:00,14.8,13.5,14.1,87.2,11.0,12.6,1.6,1018,14,4007.914297631271
1/9/2021 14:23:00,14.4,12.5,13.5,80.7,10.0,11.1,2.4,992,14,3899.5922895871827
1/9/2021 14:28:00,14.6,13.0,13.9,84.0,10.5,11.9,2.0,995,14,3953.7532936092266
1/9/2021 14:33:00,14.8,13.5,14.1,86.6,11.0,12.6,1.7,1010,14,4007.914297631271
1/9/2021 14:38:00,15.1,14.1,14.5,89.8,11.6,13.4,1.3,1027,14,4089.1558036643373
1/9/2021 14:43:00,14.7,13.1,13.9,83.4,10.5,11.9,2.1,995,14,3980.833795620249
1/9/2021 14:48:00,14.5,12.6,13.6,80.8,10.0,11.2,2.4,986,14,3926.6727915982046
1/9/2021 14:53:00,14.7,13.3,14.0,85.3,10.7,12.2,1.8,996,14,3980.833795620249
1/9/2021 14:58:00,14.8,13.6,14.2,87.9,11.1,12.8,1.5,1016,14,4007.914297631271
1/9/2021 15:03:00,15.0,13.8,14.3,87.9,11.3,13.0,1.5,1008,15,4158.883083359672
1/9/2021 15:08:00,14.4,12.4,13.5,78.9,9.8,10.8,2.6,985,15,3992.527760025285
1/9/2021 15:13:00,14.6,13.0,13.9,82.8,10.4,11.7,2.2,989,15,4047.9795344700806
1/9/2021 15:18:00,14.8,13.5,14.2,86.0,10.9,12.5,1.8,1006,15,4103.431308914876
1/9/2021 15:23:00,14.9,13.7,14.3,87.3,11.1,12.8,1.6,1023,15,4131.157196137274
1/9/2021 15:28:00,14.6,12.8,13.8,81.5,10.2,11.4,2.3,995,15,4047.9795344700806
1/9/2021 15:33:00,14.6,12.8,13.8,82.1,10.2,11.5,2.2,987,15,4047.9795344700806
1/9/2021 15:38:00,14.8,13.4,14.2,86.0,10.9,12.4,1.8,998,15,4103.431308914876
1/9/2021 15:43:00,14.9,13.7,14.4,87.3,11.1,12.8,1.6,1021,15,4131.157196137274
1/9/2021 15:48:00,14.8,13.5,14.1,86.6,11.0,12.6,1.7,1008,15,4103.431308914876
1/9/2021 15:53:00,14.4,12.5,13.4,80.2,9.9,11.1,2.5,985,15,3992.527760025285
1/9/2021 15:58:00,14.7,13.1,14.0,84.0,10.6,12.0,2.0,991,15,4075.7054216924785
1/9/2021 16:03:00,14.8,13.6,14.3,87.2,11.1,12.7,1.6,1008,16,4193.1557492032
1/9/2021 16:08:00,15.2,14.2,14.7,89.9,11.7,13.5,1.3,1018,16,4306.484282965449
1/9/2021 16:13:00,14.7,12.9,13.9,81.5,10.3,11.6,2.3,988,16,4164.823615762638
1/9/2021 16:18:00,14.6,12.6,13.6,79.6,9.9,11.1,2.5,988,16,4136.491482322075
1/9/2021 16:23:00,14.7,13.1,13.9,84.0,10.6,12.0,2.0,1008,16,4164.823615762638
1/9/2021 16:28:00,15.1,14.1,14.6,89.9,11.6,13.5,1.3,1014,16,4278.152149524886
1/9/2021 16:33:00,14.8,13.3,14.2,84.1,10.7,12.2,2.0,981,16,4193.1557492032
1/9/2021 16:38:00,14.5,12.4,13.6,78.3,9.7,10.8,2.7,980,16,4108.159348881513
1/9/2021 16:43:00,14.8,13.3,14.1,84.1,10.7,12.2,2.0,997,16,4193.1557492032
1/9/2021 16:48:00,15.1,14.1,14.7,90.5,11.6,13.5,1.2,987,16,4278.152149524886
1/9/2021 16:53:00,14.7,13.0,13.9,82.8,10.4,11.8,2.2,976,16,4164.823615762638
1/9/2021 16:58:00,14.7,13.0,13.9,82.8,10.4,11.8,2.2,985,16,4164.823615762638
1/9/2021 17:03:00,14.9,13.5,14.3,86.0,10.9,12.6,1.8,1006,17,4306.653919265285
1/9/2021 17:08:00,15.2,14.3,14.8,90.5,11.7,13.6,1.2,1014,17,4393.36507200217
1/9/2021 17:13:00,14.8,13.3,14.3,84.1,10.7,12.2,2.0,984,17,4277.750201686324
1/9/2021 17:18:00,14.7,12.8,13.9,80.3,10.1,11.3,2.5,984,17,4248.846484107362
1/9/2021 17:23:00,14.9,13.3,14.1,84.1,10.7,12.2,2.0,1005,17,4306.653919265285
1/9/2021 17:28:00,15.2,14.2,14.7,89.9,11.7,13.5,1.3,1014,17,4393.36507200217
1/9/2021 17:33:00,14.9,13.3,14.3,84.1,10.7,12.2,2.0,986,17,4306.653919265285
1/9/2021 17:38:00,14.7,12.8,13.9,80.3,10.1,11.3,2.5,989,17,4248.846484107362
1/9/2021 17:43:00,14.8,13.3,14.1,84.7,10.7,12.3,1.9,1009,17,4277.750201686324
1/9/2021 17:48:00,15.3,14.2,14.8,89.3,11.6,13.5,1.4,1016,17,4422.268789581131
1/9/2021 17:53:00,14.9,13.5,14.4,85.4,10.9,12.5,1.9,985,17,4306.653919265285
1/9/2021 17:58:00,14.8,12.8,13.9,80.3,10.1,11.4,2.5,987,17,4277.750201686324
1/9/2021 18:03:00,14.9,13.5,14.2,84.8,10.8,12.4,1.9,1008,18,4387.214078957996
1/9/2021 18:08:00,15.3,14.3,14.8,89.9,11.7,13.6,1.3,1016,18,4504.991638124654
1/9/2021 18:13:00,14.9,13.3,14.3,83.5,10.6,12.1,2.1,985,18,4387.214078957996
1/9/2021 18:18:00,14.8,12.8,13.9,79.7,10.1,11.3,2.6,989,18,4357.769689166332
1/9/2021 18:23:00,14.9,13.4,14.2,84.8,10.8,12.3,1.9,1011,18,4387.214078957996
1/9/2021 18:28:00,15.3,14.3,14.7,89.9,11.7,13.6,1.3,1026,18,4504.991638124654
1/9/2021 18:33:00,14.9,13.5,14.3,85.4,10.9,12.4,1.9,994,18,4387.214078957996
1/9/2021 18:38:00,14.6,12.5,13.8,79.0,9.9,11.0,2.6,985,18,4298.880909583003
1/9/2021 18:43:00,14.1,11.8,13.2,76.2,9.2,9.9,2.9,995,18,4151.658960624681
1/9/2021 18:48:00,14.4,12.6,13.6,82.0,10.1,11.3,2.2,1015,18,4239.992129999674
1/9/2021 18:53:00,14.8,13.8,14.3,89.1,11.3,13.0,1.4,1025,18,4357.769689166332
1/9/2021 18:58:00,15.1,14.3,14.7,91.1,11.8,13.7,1.1,994,18,4446.102858541325
1/9/2021 19:03:00,14.9,13.5,14.2,86.0,10.9,12.6,1.8,986,19,4463.641087595446
1/9/2021 19:08:00,14.8,13.1,13.9,82.8,10.5,11.9,2.2,1004,19,4433.683764859907
1/9/2021 19:13:00,15.1,13.9,14.4,88.0,11.3,13.1,1.5,1025,19,4523.555733066526
1/9/2021 19:18:00,15.3,14.5,14.8,91.8,11.9,13.9,1.1,998,19,4583.470378537606
1/9/2021 19:23:00,14.6,12.7,13.8,80.3,10.1,11.3,2.5,982,19,4373.769119388827
1/9/2021 19:28:00,14.8,13.1,14.0,82.9,10.5,11.9,2.2,996,19,4433.683764859907
1/9/2021 19:33:00,15.1,13.8,14.4,87.3,11.2,13.0,1.6,1022,19,4523.555733066526
1/9/2021 19:38:00,15.4,14.5,14.9,91.2,12.0,13.9,1.2,1004,19,4613.427701273146
1/9/2021 19:43:00,14.8,12.9,14.0,81.0,10.2,11.5,2.4,977,19,4433.683764859907
1/9/2021 19:48:00,14.8,13.1,14.0,82.2,10.4,11.8,2.3,985,19,4433.683764859907
1/9/2021 19:53:00,14.9,13.6,14.3,86.0,11.0,12.6,1.8,1004,19,4463.641087595446
1/9/2021 19:58:00,15.3,14.3,14.7,89.3,11.7,13.6,1.4,1016,19,4583.470378537606
1/9/2021 20:03:00,15.1,13.8,14.5,87.3,11.2,13.0,1.6,984,20,4597.228880962369
1/9/2021 20:08:00,14.8,12.8,13.9,79.8,10.1,11.4,2.6,976,20,4505.893207830666
1/9/2021 20:13:00,14.9,13.4,14.1,84.8,10.8,12.3,1.9,991,20,4536.3384322079
1/9/2021 20:18:00,15.0,13.7,14.4,86.7,11.1,12.8,1.7,1016,20,4566.783656585135
1/9/2021 20:23:00,15.4,14.5,14.8,90.6,11.9,13.8,1.2,1013,20,4688.564554094071
1/9/2021 20:28:00,14.8,12.9,14.0,81.0,10.2,11.5,2.4,982,20,4505.893207830666
1/9/2021 20:33:00,14.8,13.1,14.0,82.2,10.4,11.8,2.3,987,20,4505.893207830666
1/9/2021 20:38:00,14.9,13.5,14.3,85.4,10.9,12.5,1.9,1006,20,4536.3384322079
1/9/2021 20:43:00,15.3,14.2,14.7,89.3,11.6,13.5,1.4,1023,20,4658.1193297168375
1/9/2021 20:48:00,15.1,14.0,14.6,89.2,11.5,13.3,1.4,991,20,4597.228880962369
1/9/2021 20:53:00,14.8,12.8,13.9,80.3,10.1,11.4,2.5,981,20,4505.893207830666
1/9/2021 20:58:00,14.9,13.3,14.1,83.5,10.7,12.2,2.1,995,20,4536.3384322079
1/9/2021 21:03:00,15.3,14.0,14.6,87.4,11.4,13.2,1.6,1018,21,4729.294953638224
1/9/2021 21:08:00,15.3,14.5,14.8,91.2,11.9,13.9,1.2,998,21,4729.294953638224
1/9/2021 21:13:00,14.7,12.8,13.9,80.3,10.1,11.3,2.5,980,21,4543.832406436724
1/9/2021 21:18:00,14.9,13.1,14.0,82.3,10.5,11.9,2.3,995,21,4605.653255503891
1/9/2021 21:23:00,15.2,14.0,14.6,88.0,11.4,13.2,1.6,1014,21,4698.38452910464
1/9/2021 21:28:00,15.1,14.0,14.6,89.2,11.5,13.3,1.4,987,21,4667.474104571057
1/9/2021 21:33:00,14.6,12.5,13.8,78.4,9.8,10.9,2.7,982,21,4512.921981903141
