수집일자,건구 온도,습구 온도,근권,상대 습도,절대 습도,이슬점,수분 부족,이산화탄소,날짜,시간
2021-09-01 07:33:00,11.8,11.0,11.4,90.2,9.5,10.3,1.0,1013,2021-09-01,07:33:00
2021-09-01 07:38:00,11.9,11.1,11.5,90.2,9.6,10.4,1.0,1018,2021-09-01,07:38:00
2021-09-01 07:43:00,12.1,11.2,11.7,89.6,9.6,10.5,1.1,1025,2021-09-01,07:43:00
2021-09-01 07:48:00,12.3,11.3,11.8,89.6,9.7,10.6,1.1,1033,2021-09-01,07:48:00
2021-09-01 07:53:00,12.5,11.6,11.9,89.7,9.9,10.9,1.1,1043,2021-09-01,07:53:00
2021-09-01 07:58:00,12.8,12.1,12.3,91.8,10.3,11.5,0.9,1018,2021-09-01,07:58:00
2021-09-01 08:03:00,12.6,11.9,12.1,91.8,10.2,11.3,0.9,992,2021-09-01,08:03:00
2021-09-01 08:08:00,12.8,11.9,12.3,90.5,10.1,11.2,1.1,984,2021-09-01,08:08:00
2021-09-01 08:43:00,13.6,12.7,13.0,90.7,10.7,12.1,1.1,1034,2021-09-01,08:43:00
2021-09-01 08:48:00,13.5,12.8,13.1,92.0,10.8,12.2,0.9,1006,2021-09-01,08:48:00
2021-09-01 08:53:00,13.5,12.6,13.0,90.7,10.6,12.0,1.1,992,2021-09-01,08:53:00
2021-09-01 09:18:00,14.3,13.5,13.8,91.5,11.2,12.9,1.0,1021,2021-09-01,09:18:00
2021-09-01 09:23:00,14.1,13.2,13.6,90.8,11.0,12.6,1.1,1000,2021-09-01,09:23:00
2021-09-01 09:28:00,13.9,13.1,13.5,90.8,10.9,12.5,1.1,996,2021-09-01,09:28:00
2021-09-01 09:48:00,14.7,13.9,14.1,91.7,11.5,13.3,1.0,1021,2021-09-01,09:48:00
2021-09-01 10:18:00,14.8,14.0,14.4,91.7,11.6,13.4,1.1,1035,2021-09-01,10:18:00
2021-09-01 10:48:00,15.0,14.1,14.4,91.1,11.7,13.6,1.1,1031,2021-09-01,10:48:00
2021-09-01 18:58:00,15.1,14.3,14.7,91.1,11.8,13.7,1.1,994,2021-09-01,18:58:00
2021-09-01 19:18:00,15.3,14.5,14.8,91.8,11.9,13.9,1.1,998,2021-09-01,19:18:00
2021-09-01 22:48:00,15.6,15.1,15.3,94.4,12.6,14.7,0.7,885,2021-09-01,22:48:00
2021-09-01 22:53:00,15.0,14.3,14.4,92.4,11.8,13.8,1.0,854,2021-09-01,22:53:00
2021-09-01 23:03:00,15.4,14.7,14.9,93.1,12.2,14.3,0.9,810,2021-09-01,23:03:00
2021-09-01 23:08:00,14.9,14.0,14.2,91.1,11.6,13.4,1.1,800,2021-09-01,23:08:00
2021-09-01 23:18:00,15.2,14.5,14.9,92.4,12.0,14.0,1.0,772,2021-09-01,23:18:00
2021-09-01 23:23:00,14.9,14.1,14.1,91.7,11.7,13.5,1.1,769,2021-09-01,23:23:00
2021-09-01 23:38:00,14.9,14.1,14.3,91.7,11.7,13.6,1.1,857,2021-09-01,23:38:00
2021-09-02 01:43:00,12.2,11.3,11.9,90.3,9.7,10.6,1.0,1016,2021-09-02,01:43:00
2021-09-02 03:03:00,12.1,11.3,11.8,90.9,9.7,10.6,1.0,1016,2021-09-02,03:03:00
2021-09-02 03:33:00,11.8,11.0,11.5,90.9,9.6,10.4,1.0,1003,2021-09-02,03:33:00
2021-09-02 04:28:00,11.9,11.0,11.4,89.5,9.5,10.3,1.1,1004,2021-09-02,04:28:00
2021-09-02 05:18:00,11.9,11.0,11.4,90.2,9.6,10.3,1.0,1020,2021-09-02,05:18:00
2021-09-02 06:13:00,11.9,11.0,11.4,89.5,9.5,10.2,1.1,1013,2021-09-02,06:13:00
2021-09-02 06:33:00,12.6,11.9,12.6,91.8,10.2,11.3,0.9,1034,2021-09-02,06:33:00
2021-09-02 06:38:00,14.1,13.6,13.8,94.8,11.5,13.2,0.6,995,2021-09-02,06:38:00
2021-09-02 06:43:00,15.2,14.6,14.3,94.3,12.2,14.3,0.7,984,2021-09-02,06:43:00
2021-09-02 06:48:00,15.5,15.1,15.0,95.6,12.6,14.8,0.6,991,2021-09-02,06:48:00
2021-09-02 06:53:00,15.3,14.8,14.9,95.0,12.4,14.5,0.7,1021,2021-09-02,06:53:00
2021-09-02 06:58:00,15.4,14.8,15.0,93.7,12.3,14.4,0.8,1031,2021-09-02,06:58:00
2021-09-02 07:03:00,15.2,14.5,14.9,93.0,12.1,14.1,0.9,1013,2021-09-02,07:03:00
2021-09-02 07:08:00,15.1,14.2,14.6,91.1,11.7,13.6,1.1,1011,2021-09-02,07:08:00
2021-09-02 07:13:00,14.9,14.1,14.4,91.7,11.7,13.6,1.1,1024,2021-09-02,07:13:00
2021-09-02 07:18:00,15.1,14.3,14.6,91.8,11.9,13.8,1.1,1034,2021-09-02,07:18:00
2021-09-02 07:23:00,15.3,14.5,14.6,91.8,11.9,13.9,1.1,1007,2021-09-02,07:23:00
2021-09-02 07:28:00,15.1,14.3,14.4,91.7,11.8,13.7,1.1,995,2021-09-02,07:28:00
2021-09-02 07:33:00,15.0,14.2,14.6,91.7,11.8,13.7,1.1,1002,2021-09-02,07:33:00
2021-09-02 07:38:00,15.1,14.3,14.6,91.7,11.8,13.7,1.1,1025,2021-09-02,07:38:00
2021-09-02 07:43:00,15.4,14.6,14.9,92.5,12.1,14.2,1.0,1018,2021-09-02,07:43:00
2021-09-02 07:53:00,15.2,14.5,14.8,92.4,12.0,14.0,1.0,992,2021-09-02,07:53:00
2021-09-02 07:58:00,15.2,14.5,14.8,92.4,12.0,14.0,1.0,1008,2021-09-02,07:58:00
2021-09-02 08:03:00,15.4,14.6,14.9,91.8,12.1,14.1,1.1,1028,2021-09-02,08:03:00
2021-09-02 08:08:00,15.6,14.8,15.1,92.5,12.3,14.4,1.0,1004,2021-09-02,08:08:00
2021-09-02 08:13:00,15.4,14.6,14.9,91.8,12.1,14.1,1.1,992,2021-09-02,08:13:00
2021-09-02 08:18:00,15.4,14.6,15.0,92.5,12.1,14.2,1.0,1000,2021-09-02,08:18:00
2021-09-02 08:23:00,15.4,14.6,15.0,92.5,12.1,14.2,1.0,1022,2021-09-02,08:23:00
2021-09-02 08:28:00,15.8,15.1,15.4,92.5,12.5,14.6,1.0,1018,2021-09-02,08:28:00
2021-09-02 08:33:00,15.8,15.0,15.2,91.9,12.3,14.4,1.1,993,2021-09-02,08:33:00
2021-09-02 08:43:00,15.6,14.8,15.1,91.9,12.2,14.3,1.1,1007,2021-09-02,08:43:00
2021-09-02 08:48:00,15.9,15.1,15.5,92.0,12.5,14.6,1.1,1024,2021-09-02,08:48:00
2021-09-02 08:53:00,16.1,15.3,15.6,92.6,12.7,14.9,1.0,998,2021-09-02,08:53:00
2021-09-02 09:03:00,15.9,15.1,15.3,91.9,12.4,14.6,1.1,996,2021-09-02,09:03:00
2021-09-02 09:13:00,16.3,15.5,15.9,92.6,12.8,15.1,1.0,1024,2021-09-02,09:13:00
2021-09-02 09:18:00,16.3,15.6,15.8,93.3,12.9,15.2,0.9,996,2021-09-02,09:18:00
2021-09-02 09:38:00,16.6,15.8,16.1,92.1,13.0,15.3,1.1,1004,2021-09-02,09:38:00
2021-09-02 09:43:00,16.4,15.6,15.9,92.1,12.9,15.1,1.1,994,2021-09-02,09:43:00
2021-09-02 09:58:00,16.8,16.1,16.3,92.8,13.3,15.6,1.0,1016,2021-09-02,09:58:00
2021-09-02 10:18:00,17.1,16.3,16.4,92.2,13.4,15.8,1.1,1018,2021-09-02,10:18:00
2021-09-02 10:23:00,16.9,16.1,16.4,92.2,13.3,15.7,1.1,999,2021-09-02,10:23:00
2021-09-02 10:38:00,17.3,16.5,16.6,92.2,13.5,16.0,1.1,1016,2021-09-02,10:38:00
2021-09-02 10:43:00,17.2,16.4,16.7,92.2,13.5,15.9,1.1,997,2021-09-02,10:43:00
2021-09-02 10:58:00,17.4,16.6,16.9,92.3,13.7,16.2,1.1,1018,2021-09-02,10:58:00
2021-09-02 11:08:00,17.3,16.5,16.9,92.3,13.6,16.0,1.1,997,2021-09-02,11:08:00
2021-09-02 11:58:00,17.9,17.2,17.4,93.0,14.2,16.8,1.1,1003,2021-09-02,11:58:00
2021-09-02 14:58:00,18.3,17.5,17.9,93.0,14.5,17.1,1.1,1012,2021-09-02,14:58:00
2021-09-02 15:13:00,18.3,17.5,17.9,93.0,14.5,17.1,1.1,1017,2021-09-02,15:13:00
2021-09-02 15:53:00,18.4,17.7,18.1,93.1,14.7,17.3,1.1,1006,2021-09-02,15:53:00
2021-09-02 21:53:00,12.6,11.7,12.4,90.4,10.0,11.0,1.1,1008,2021-09-02,21:53:00
2021-09-02 23:43:00,12.1,11.1,11.8,89.6,9.6,10.4,1.1,1013,2021-09-02,23:43:00
2021-09-03 02:38:00,11.9,11.1,11.7,90.9,9.7,10.5,1.0,1025,2021-09-03,02:38:00
2021-09-03 03:33:00,11.9,11.0,11.6,89.5,9.5,10.2,1.1,1025,2021-09-03,03:33:00
2021-09-03 04:58:00,11.8,10.9,11.4,89.5,9.4,10.1,1.1,1011,2021-09-03,04:58:00
2021-09-03 06:23:00,11.8,10.8,11.4,89.4,9.4,10.1,1.1,1005,2021-09-03,06:23:00
2021-09-03 06:33:00,12.7,12.0,12.3,92.5,10.3,11.5,0.8,1001,2021-09-03,06:33:00
2021-09-03 06:38:00,14.0,13.3,13.3,92.8,11.2,12.9,0.9,1012,2021-09-03,06:38:00
2021-09-03 06:43:00,15.3,14.6,14.2,93.1,12.1,14.1,0.9,1028,2021-09-03,06:43:00
2021-09-03 06:48:00,15.4,14.9,14.8,95.0,12.5,14.6,0.7,1032,2021-09-03,06:48:00
2021-09-03 06:53:00,15.3,14.6,15.0,93.1,12.2,14.2,0.9,998,2021-09-03,06:53:00
2021-09-03 06:58:00,15.1,14.3,14.8,91.8,11.9,13.8,1.1,1003,2021-09-03,06:58:00
2021-09-03 07:13:00,15.1,14.3,14.5,91.7,11.8,13.7,1.1,1015,2021-09-03,07:13:00
2021-09-03 07:23:00,14.9,14.0,14.4,91.1,11.6,13.4,1.1,1000,2021-09-03,07:23:00
2021-09-03 07:33:00,15.1,14.3,14.6,91.1,11.8,13.7,1.1,1029,2021-09-03,07:33:00
2021-09-03 07:38:00,15.1,14.3,14.7,91.8,11.9,13.8,1.1,999,2021-09-03,07:38:00
2021-09-03 07:43:00,15.1,14.3,14.6,91.7,11.8,13.7,1.1,991,2021-09-03,07:43:00
2021-09-03 07:48:00,15.1,14.2,14.6,91.1,11.7,13.6,1.1,1001,2021-09-03,07:48:00
2021-09-03 08:03:00,15.3,14.5,14.8,91.8,11.9,13.9,1.1,988,2021-09-03,08:03:00
2021-09-03 09:08:00,16.2,15.4,15.7,92.0,12.7,14.9,1.1,1004,2021-09-03,09:08:00
2021-09-03 10:13:00,16.9,16.1,16.4,92.2,13.3,15.7,1.1,1008,2021-09-03,10:13:00
2021-09-04 06:33:00,12.9,12.3,12.9,93.2,10.5,11.9,0.8,1021,2021-09-04,06:33:00
2021-09-04 06:38:00,14.2,13.6,13.6,94.2,11.5,13.3,0.7,977,2021-09-04,06:38:00
2021-09-04 06:43:00,15.3,14.6,14.3,93.7,12.2,14.2,0.8,972,2021-09-04,06:43:00
2021-09-04 06:48:00,15.2,14.6,14.8,93.7,12.1,14.2,0.8,988,2021-09-04,06:48:00
2021-09-04 06:58:00,15.1,14.2,14.6,91.1,11.7,13.6,1.1,1019,2021-09-04,06:58:00
2021-09-04 07:23:00,14.9,14.1,14.5,91.1,11.6,13.5,1.1,995,2021-09-04,07:23:00
2021-09-04 07:43:00,15.2,14.3,14.8,91.1,11.8,13.8,1.1,998,2021-09-04,07:43:00
2021-09-04 09:08:00,16.1,15.3,15.6,92.0,12.6,14.8,1.1,999,2021-09-04,09:08:00
2021-09-04 09:28:00,16.4,15.6,15.9,92.1,12.9,15.1,1.1,1001,2021-09-04,09:28:00
2021-09-04 10:18:00,17.4,16.6,17.1,92.3,13.6,16.1,1.1,943,2021-09-04,10:18:00
2021-09-04 10:23:00,17.6,16.8,17.3,92.9,13.9,16.4,1.1,880,2021-09-04,10:23:00
2021-09-05 06:34:00,12.7,11.9,12.7,91.1,10.1,11.3,1.0,1036,2021-09-05,06:34:00
2021-09-05 06:39:00,14.3,13.8,14.0,94.2,11.6,13.4,0.7,991,2021-09-05,06:39:00
2021-09-05 06:44:00,15.3,14.6,14.4,93.7,12.2,14.2,0.8,973,2021-09-05,06:44:00
2021-09-05 06:49:00,15.2,14.5,14.9,93.0,12.1,14.1,0.9,986,2021-09-05,06:49:00
2021-09-06 06:39:00,13.3,12.4,13.0,90.6,10.4,11.8,1.1,1005,2021-09-06,06:39:00
2021-09-06 12:09:00,14.3,13.7,13.8,93.5,11.5,13.3,0.8,1011,2021-09-06,12:09:00
2021-09-06 12:14:00,15.9,15.4,15.3,94.4,12.8,15.0,0.8,972,2021-09-06,12:14:00
2021-09-06 12:19:00,15.8,15.2,15.7,93.8,12.6,14.8,0.8,953,2021-09-06,12:19:00
2021-09-06 16:04:00,17.1,16.3,16.8,92.2,13.4,15.8,1.1,1006,2021-09-06,16:04:00
2021-09-06 16:09:00,17.3,16.5,16.9,92.3,13.6,16.0,1.1,989,2021-09-06,16:09:00
2021-09-06 16:59:00,18.1,17.4,17.7,93.0,14.4,17.0,1.1,881,2021-09-06,16:59:00
2021-09-06 17:04:00,18.2,17.5,17.8,93.0,14.4,17.0,1.1,867,2021-09-06,17:04:00
2021-09-07 06:34:00,12.6,11.8,12.4,91.1,10.1,11.2,1.0,1029,2021-09-07,06:34:00
2021-09-07 06:39:00,14.4,14.0,14.3,95.5,11.8,13.7,0.6,995,2021-09-07,06:39:00
2021-09-07 06:44:00,15.3,14.8,14.7,94.3,12.3,14.4,0.7,965,2021-09-07,06:44:00
2021-09-07 06:49:00,15.4,14.7,15.1,92.5,12.2,14.2,1.0,975,2021-09-07,06:49:00
2021-09-07 07:49:00,14.4,13.5,14.0,90.9,11.2,12.9,1.1,998,2021-09-07,07:49:00
2021-09-07 12:34:00,12.8,11.9,12.6,89.8,10.1,11.2,1.1,1021,2021-09-07,12:34:00
2021-09-07 12:39:00,12.9,12.0,12.3,90.5,10.2,11.4,1.1,998,2021-09-07,12:39:00
2021-09-07 16:44:00,12.5,11.6,12.4,90.4,9.9,11.0,1.1,1033,2021-09-07,16:44:00
2021-09-07 16:49:00,13.4,13.1,13.5,96.0,11.2,12.8,0.5,1004,2021-09-07,16:49:00
2021-09-07 20:19:00,8.6,7.7,8.4,88.3,7.6,6.8,1.0,1008,2021-09-07,20:19:00
2021-09-07 20:54:00,6.9,5.9,6.8,85.8,6.7,4.7,1.1,1044,2021-09-07,20:54:00
2021-09-07 20:59:00,7.6,6.8,7.4,90.2,7.3,6.1,0.8,1010,2021-09-07,20:59:00
2021-09-07 21:04:00,8.1,7.5,8.1,92.0,7.7,6.9,0.7,994,2021-09-07,21:04:00
2021-09-07 21:09:00,8.1,7.3,8.0,90.4,7.5,6.6,0.8,992,2021-09-07,21:09:00
2021-09-07 21:39:00,6.6,5.6,6.4,86.5,6.6,4.5,1.0,1047,2021-09-07,21:39:00
2021-09-07 21:44:00,6.8,6.0,6.7,89.1,6.9,5.1,0.8,1009,2021-09-07,21:44:00
2021-09-07 21:49:00,6.5,5.5,6.3,85.6,6.5,4.3,1.1,990,2021-09-07,21:49:00
2021-09-07 21:54:00,6.3,5.2,6.1,84.6,6.3,3.9,1.1,985,2021-09-07,21:54:00
2021-09-07 21:59:00,6.0,5.0,5.8,85.3,6.2,3.7,1.1,987,2021-09-07,21:59:00
2021-09-07 22:04:00,5.9,4.8,5.7,85.2,6.2,3.6,1.1,991,2021-09-07,22:04:00
2021-09-07 22:09:00,5.8,4.7,5.6,84.3,6.1,3.4,1.1,998,2021-09-07,22:09:00
2021-09-07 22:14:00,5.6,4.6,5.4,85.1,6.1,3.3,1.1,1005,2021-09-07,22:14:00
2021-09-07 22:19:00,5.6,4.5,5.4,85.1,6.0,3.3,1.1,1012,2021-09-07,22:19:00
2021-09-07 22:24:00,6.2,5.3,6.2,87.1,6.5,4.2,1.0,1018,2021-09-07,22:24:00
2021-09-07 22:29:00,6.1,5.2,6.1,87.1,6.4,4.1,1.0,1025,2021-09-07,22:29:00
2021-09-07 22:34:00,5.9,4.8,5.7,85.2,6.2,3.6,1.1,1030,2021-09-07,22:34:00
2021-09-07 22:39:00,5.6,4.6,5.4,85.1,6.1,3.3,1.1,1035,2021-09-07,22:39:00
2021-09-07 22:44:00,6.1,5.1,5.9,86.2,6.3,3.9,1.0,1041,2021-09-07,22:44:00
2021-09-07 22:49:00,6.1,5.2,6.1,87.1,6.4,4.1,1.0,1047,2021-09-07,22:49:00
2021-09-07 22:54:00,5.8,4.8,5.6,85.2,6.2,3.5,1.1,1052,2021-09-07,22:54:00
2021-09-07 22:59:00,6.4,5.7,6.3,90.6,6.8,5.0,0.7,1023,2021-09-07,22:59:00
2021-09-07 23:04:00,5.9,4.9,5.6,86.1,6.2,3.7,1.0,997,2021-09-07,23:04:00
2021-09-07 23:09:00,5.8,4.7,5.5,85.2,6.1,3.5,1.1,986,2021-09-07,23:09:00
2021-09-07 23:14:00,6.3,5.3,6.2,87.2,6.5,4.3,1.0,983,2021-09-07,23:14:00
2021-09-07 23:19:00,5.9,4.9,5.8,86.1,6.2,3.7,1.0,985,2021-09-07,23:19:00
2021-09-07 23:24:00,5.6,4.5,5.4,84.2,6.0,3.2,1.1,988,2021-09-07,23:24:00
2021-09-07 23:29:00,6.3,5.3,6.2,86.3,6.4,4.1,1.0,992,2021-09-07,23:29:00
2021-09-07 23:59:00,6.3,5.2,5.7,84.6,6.3,3.9,1.1,1053,2021-09-07,23:59:00
2021-09-08 00:04:00,6.8,5.8,6.5,86.6,6.7,4.7,1.0,1056,2021-09-08,00:04:00
2021-09-08 00:09:00,6.6,5.6,5.9,86.5,6.6,4.5,1.0,1059,2021-09-08,00:09:00
2021-09-08 00:14:00,6.3,5.3,5.7,86.3,6.4,4.2,1.0,1061,2021-09-08,00:14:00
2021-09-08 00:19:00,6.4,5.4,5.8,86.4,6.5,4.3,1.0,1061,2021-09-08,00:19:00
2021-09-08 00:24:00,6.9,6.0,6.4,88.3,6.8,5.1,0.9,1060,2021-09-08,00:24:00
2021-09-08 00:29:00,6.6,5.8,6.1,88.2,6.7,4.8,0.9,1059,2021-09-08,00:29:00
2021-09-08 00:34:00,6.4,5.5,5.8,86.4,6.5,4.3,1.0,1059,2021-09-08,00:34:00
2021-09-08 00:39:00,6.3,5.4,5.6,87.2,6.5,4.3,1.0,1057,2021-09-08,00:39:00
2021-09-08 00:44:00,6.8,6.0,6.4,88.3,6.8,5.0,0.9,1056,2021-09-08,00:44:00
2021-09-08 00:49:00,6.7,5.8,6.1,88.2,6.7,4.9,0.9,1055,2021-09-08,00:49:00
2021-09-08 00:54:00,6.4,5.5,5.7,87.3,6.6,4.5,1.0,1054,2021-09-08,00:54:00
2021-09-08 00:59:00,6.4,5.4,5.6,86.4,6.5,4.3,1.0,1053,2021-09-08,00:59:00
2021-09-08 01:04:00,6.8,6.0,6.3,88.3,6.8,5.0,0.9,1052,2021-09-08,01:04:00
2021-09-08 01:09:00,6.7,5.9,6.1,89.1,6.8,5.0,0.8,1051,2021-09-08,01:09:00
2021-09-08 01:14:00,6.6,5.7,5.9,88.2,6.7,4.7,0.9,1051,2021-09-08,01:14:00
2021-09-08 01:19:00,6.7,6.0,6.1,89.9,6.9,5.2,0.8,1051,2021-09-08,01:19:00
2021-09-08 01:24:00,6.8,6.1,6.4,90.8,7.0,5.4,0.7,1050,2021-09-08,01:24:00
2021-09-08 01:29:00,6.4,5.6,5.9,89.0,6.7,4.8,0.8,1045,2021-09-08,01:29:00
2021-09-08 01:34:00,6.3,5.4,5.7,88.0,6.5,4.4,0.9,1041,2021-09-08,01:34:00
2021-09-08 01:39:00,6.8,6.0,6.6,89.1,6.9,5.1,0.8,1042,2021-09-08,01:39:00
2021-09-08 01:44:00,6.6,5.8,6.2,89.9,6.8,5.0,0.8,1037,2021-09-08,01:44:00
2021-09-08 01:49:00,6.2,5.3,5.6,88.0,6.5,4.3,0.9,1036,2021-09-08,01:49:00
2021-09-08 01:54:00,6.8,5.9,6.4,88.2,6.8,4.9,0.9,1036,2021-09-08,01:54:00
2021-09-08 01:59:00,6.6,5.8,6.2,89.0,6.8,5.0,0.8,1036,2021-09-08,01:59:00
2021-09-08 02:04:00,6.3,5.4,5.6,88.0,6.5,4.4,0.9,1034,2021-09-08,02:04:00
2021-09-08 02:09:00,6.5,5.6,6.1,88.1,6.7,4.7,0.9,1034,2021-09-08,02:09:00
2021-09-08 02:14:00,6.8,6.0,6.4,89.1,6.8,5.1,0.8,1033,2021-09-08,02:14:00
2021-09-08 02:19:00,6.3,5.5,5.6,88.0,6.6,4.5,0.9,1033,2021-09-08,02:19:00
2021-09-08 02:24:00,6.5,5.6,6.0,88.1,6.7,4.7,0.9,1031,2021-09-08,02:24:00
2021-09-08 02:29:00,6.8,6.0,6.4,89.1,6.8,5.1,0.8,1031,2021-09-08,02:29:00
2021-09-08 02:34:00,6.4,5.6,5.8,88.9,6.7,4.7,0.8,1027,2021-09-08,02:34:00
2021-09-08 02:39:00,6.4,5.5,5.8,88.1,6.6,4.5,0.9,1026,2021-09-08,02:39:00
2021-09-08 02:44:00,6.8,6.0,6.6,89.1,6.9,5.1,0.8,1025,2021-09-08,02:44:00
2021-09-08 02:49:00,6.4,5.6,5.8,89.0,6.7,4.8,0.8,1026,2021-09-08,02:49:00
2021-09-08 02:54:00,6.3,5.4,5.6,88.0,6.5,4.4,0.9,1025,2021-09-08,02:54:00
2021-09-08 02:59:00,6.8,6.0,6.4,89.1,6.9,5.1,0.8,1025,2021-09-08,02:59:00
2021-09-08 03:04:00,6.6,5.8,5.9,89.0,6.8,4.9,0.8,1025,2021-09-08,03:04:00
2021-09-08 03:09:00,6.3,5.3,5.5,87.2,6.5,4.3,1.0,1025,2021-09-08,03:09:00
2021-09-08 03:14:00,6.7,5.8,6.2,88.2,6.7,4.9,0.9,1024,2021-09-08,03:14:00
2021-09-08 03:19:00,6.8,6.0,6.3,89.1,6.8,5.1,0.8,1025,2021-09-08,03:19:00
2021-09-08 03:24:00,6.3,5.5,5.6,88.9,6.6,4.6,0.8,1025,2021-09-08,03:24:00
2021-09-08 03:29:00,6.4,5.5,5.8,88.1,6.6,4.5,0.9,1024,2021-09-08,03:29:00
2021-09-08 03:34:00,6.9,6.1,6.5,89.1,6.9,5.2,0.8,1024,2021-09-08,03:34:00
2021-09-08 03:39:00,6.5,5.6,5.8,88.1,6.7,4.7,0.9,1023,2021-09-08,03:39:00
2021-09-08 03:44:00,6.3,5.4,5.5,88.0,6.5,4.4,0.9,1023,2021-09-08,03:44:00
2021-09-08 03:49:00,6.7,5.8,6.3,88.2,6.7,4.9,0.9,1023,2021-09-08,03:49:00
2021-09-08 03:54:00,6.8,6.0,6.3,89.1,6.8,5.1,0.8,1022,2021-09-08,03:54:00
2021-09-08 03:59:00,6.4,5.5,5.6,88.1,6.6,4.5,0.9,1022,2021-09-08,03:59:00
2021-09-08 04:04:00,6.3,5.5,5.6,88.0,6.6,4.5,0.9,1023,2021-09-08,04:04:00
2021-09-08 04:09:00,6.9,6.0,6.4,88.3,6.8,5.1,0.9,1021,2021-09-08,04:09:00
2021-09-08 04:14:00,6.6,5.8,6.0,89.0,6.8,5.0,0.8,1020,2021-09-08,04:14:00
2021-09-08 04:19:00,6.3,5.4,5.5,88.0,6.5,4.4,0.9,1019,2021-09-08,04:19:00
2021-09-08 04:24:00,6.4,5.5,5.6,88.1,6.6,4.5,0.9,1019,2021-09-08,04:24:00
2021-09-08 04:29:00,6.9,6.1,6.6,89.1,6.9,5.2,0.8,1017,2021-09-08,04:29:00
2021-09-08 04:34:00,6.6,5.8,5.9,89.0,6.8,4.9,0.8,1015,2021-09-08,04:34:00
2021-09-08 04:39:00,6.3,5.5,5.6,88.0,6.6,4.5,0.9,1012,2021-09-08,04:39:00
2021-09-08 04:44:00,6.6,5.7,5.9,88.2,6.7,4.7,0.9,1010,2021-09-08,04:44:00
2021-09-08 04:49:00,6.9,6.1,6.4,89.1,6.9,5.2,0.8,1007,2021-09-08,04:49:00
2021-09-08 04:54:00,6.5,5.7,5.8,89.0,6.7,4.8,0.8,1005,2021-09-08,04:54:00
2021-09-08 04:59:00,6.3,5.4,5.4,88.0,6.5,4.4,0.9,1003,2021-09-08,04:59:00
2021-09-08 05:04:00,6.6,5.8,6.0,88.2,6.7,4.8,0.9,1001,2021-09-08,05:04:00
2021-09-08 05:09:00,6.8,6.0,6.3,89.1,6.9,5.1,0.8,1000,2021-09-08,05:09:00
2021-09-08 05:14:00,6.5,5.6,5.8,88.1,6.7,4.7,0.9,998,2021-09-08,05:14:00
2021-09-08 05:19:00,6.3,5.4,5.4,88.0,6.5,4.4,0.9,997,2021-09-08,05:19:00
2021-09-08 05:24:00,6.7,5.8,6.1,88.2,6.7,4.9,0.9,995,2021-09-08,05:24:00
2021-09-08 05:29:00,6.9,6.1,6.4,89.2,6.9,5.3,0.8,995,2021-09-08,05:29:00
2021-09-08 05:34:00,6.9,6.3,6.4,91.7,7.1,5.6,0.6,995,2021-09-08,05:34:00
2021-09-08 05:39:00,6.9,6.3,6.4,91.7,7.1,5.6,0.6,995,2021-09-08,05:39:00
2021-09-08 05:44:00,6.4,5.6,5.8,89.0,6.7,4.8,0.8,996,2021-09-08,05:44:00
2021-09-08 05:49:00,6.3,5.5,5.6,88.9,6.6,4.6,0.8,996,2021-09-08,05:49:00
2021-09-08 05:54:00,6.7,6.0,6.4,89.9,6.9,5.2,0.8,995,2021-09-08,05:54:00
2021-09-08 05:59:00,6.4,5.6,5.8,88.9,6.7,4.7,0.8,995,2021-09-08,05:59:00
2021-09-08 06:04:00,6.3,5.5,5.6,88.9,6.6,4.6,0.8,993,2021-09-08,06:04:00
2021-09-08 06:09:00,6.7,6.0,6.4,89.9,6.9,5.2,0.8,993,2021-09-08,06:09:00
2021-09-08 06:14:00,6.4,5.6,5.8,88.9,6.7,4.7,0.8,993,2021-09-08,06:14:00
2021-09-08 06:19:00,6.1,5.3,5.5,88.8,6.6,4.4,0.8,992,2021-09-08,06:19:00
2021-09-08 06:24:00,6.7,5.9,6.3,89.1,6.8,5.0,0.8,991,2021-09-08,06:24:00
2021-09-08 06:29:00,6.4,5.6,5.8,89.8,6.7,4.8,0.8,991,2021-09-08,06:29:00
2021-09-08 06:34:00,6.1,5.3,5.4,88.8,6.6,4.4,0.8,991,2021-09-08,06:34:00
2021-09-08 06:39:00,6.6,5.8,6.3,89.0,6.8,5.0,0.8,991,2021-09-08,06:39:00
2021-09-08 06:44:00,6.6,5.8,6.1,89.9,6.8,5.0,0.8,991,2021-09-08,06:44:00
2021-09-08 06:49:00,6.2,5.4,5.4,88.9,6.6,4.5,0.8,991,2021-09-08,06:49:00
2021-09-08 06:54:00,6.5,5.6,5.9,88.1,6.7,4.7,0.9,991,2021-09-08,06:54:00
2021-09-08 06:59:00,6.8,6.0,6.4,89.1,6.9,5.1,0.8,988,2021-09-08,06:59:00
2021-09-08 07:04:00,6.4,5.6,5.7,88.9,6.7,4.7,0.8,986,2021-09-08,07:04:00
2021-09-08 07:09:00,6.2,5.4,5.4,88.9,6.6,4.5,0.8,985,2021-09-08,07:09:00
2021-09-08 07:14:00,6.7,6.0,6.3,89.9,6.9,5.2,0.8,983,2021-09-08,07:14:00
2021-09-08 07:19:00,6.6,5.9,6.1,89.9,6.8,5.1,0.8,981,2021-09-08,07:19:00
2021-09-08 07:24:00,6.3,5.5,5.6,88.9,6.6,4.6,0.8,979,2021-09-08,07:24:00
